product_id,skin_type
P437960,dry
P437960,oily
P474957,normal
P474957,combination
P474957,dry
P474957,oily
P417107,combination
P417107,normal
P417107,oily
P417107,dry
P476674,combination
P476674,dry
P476674,oily
P476674,normal
P480444,dry
P480444,combination
P480444,normal
P480444,oily
P469087,oily
P469087,dry
P469087,combination
P469087,normal
P479840,combination
P479840,normal
P479840,dry
P479840,oily
P397625,dry
P397625,combination
P397625,normal
P397625,oily
P447783,combination
P447783,dry
P447783,normal
P447783,oily
P232920,combination
P232920,dry
P232920,normal
P232920,oily
P450210,combination
P450210,oily
P450210,dry
P450210,normal
P437477,combination
P437477,dry
P437477,oily
P437477,normal
P388982,oily
P388982,combination
P388982,dry
P388982,normal
P448562,oily
P448562,dry
P448562,combination
P448562,normal
P457002,combination
P457002,oily
P457002,dry
P457002,normal
P476675,combination
P476675,dry
P476675,oily
P476675,normal
P500705,normal
P500705,combination
P500705,dry
P500705,oily
P444968,normal
P444968,combination
P444968,oily
P444968,dry
P452004,dry
P452004,combination
P452004,normal
P452004,oily
P502710,oily
P502710,combination
P502710,dry
P502710,normal
P417118,combination
P417118,dry
P417118,oily
P417118,normal
P469454,combination
P469454,oily
P469454,dry
P469454,normal
P406942,normal
P406942,combination
P406942,oily
P406942,dry
P448710,oily
P448710,dry
P448710,combination
P448710,normal
P447789,normal
P447789,dry
P447789,combination
P447789,oily
P475189,combination
P475189,oily
P475189,normal
P475189,dry
P478020,dry
P478020,combination
P478020,oily
P478020,normal
P461521,oily
P461521,combination
P461521,normal
P461521,dry
P469515,oily
P469515,combination
P469515,dry
P469515,normal
P469831,combination
P469831,dry
P469831,normal
P469831,oily
P461162,oily
P461162,combination
P461162,normal
P461162,dry
P386760,combination
P386760,dry
P386760,normal
P386760,oily
P386764,combination
P386764,normal
P386764,oily
P386764,dry
P442841,combination
P442841,normal
P442841,oily
P442841,dry
P455217,normal
P455217,oily
P455217,dry
P455217,combination
P433884,combination
P433884,normal
P433884,dry
P433884,oily
P424984,combination
P424984,dry
P424984,oily
P424984,normal
P501790,dry
P501790,combination
P501790,normal
P501790,oily
P481390,dry
P481390,oily
P481390,normal
P481390,combination
P427729,oily
P427729,dry
P427729,combination
P427729,normal
P474109,combination
P474109,dry
P474109,normal
P474109,oily
P474122,dry
P474122,normal
P474122,combination
P474122,oily
P478021,combination
P478021,oily
P478021,normal
P478021,dry
P439626,combination
P439626,oily
P439626,dry
P439626,normal
P386757,combination
P386757,oily
P386757,normal
P386757,dry
P432662,combination
P432662,normal
P432662,dry
P432662,oily
P407381,oily
P407381,dry
P407381,normal
P407381,combination
P397626,dry
P397626,combination
P397626,normal
P397626,oily
P409834,dry
P409834,normal
P409834,combination
P409834,oily
P456957,normal
P456957,combination
P456957,oily
P456957,dry
P481710,combination
P481710,dry
P481710,oily
P481710,normal
P469527,combination
P469527,dry
P469527,oily
P469527,normal
P440489,combination
P440489,normal
P440489,oily
P440489,dry
P440501,combination
P440501,dry
P440501,normal
P440501,oily
P375864,combination
P375864,dry
P375864,normal
P421249,normal
P421249,combination
P421249,oily
P421249,dry
P502756,dry
P502756,combination
P502756,normal
P502756,oily
P482754,dry
P482754,oily
P482754,combination
P482754,normal
P472024,dry
P472024,oily
P472024,normal
P472024,combination
P504059,oily
P504059,dry
P504059,combination
P504059,normal
P433522,combination
P433522,normal
P433522,dry
P433522,oily
P406529,combination
P406529,dry
P406529,oily
P406529,normal
P442734,combination
P442734,normal
P442734,oily
P442734,dry
P173622,combination
P173622,oily
P173622,normal
P173622,dry
P375854,combination
P375854,dry
P375854,oily
P375854,normal
P481834,combination
P481834,dry
P481834,normal
P481834,oily
P469516,normal
P469516,combination
P469516,dry
P469516,oily
P454376,oily
P454376,combination
P454376,normal
P454376,dry
P477202,normal
P477202,combination
P477202,oily
P477202,dry
P469544,combination
P469544,normal
P469544,oily
P469544,dry
P448554,combination
P448554,dry
P448554,normal
P448554,oily
P455919,normal
P455919,combination
P455919,oily
P455919,dry
P502640,combination
P502640,oily
P502640,dry
P502640,normal
P442747,dry
P442747,oily
P442747,combination
P442747,normal
P483060,combination
P483060,dry
P483060,normal
P483060,oily
P504524,combination
P504524,dry
P504524,normal
P504524,oily
P454385,dry
P454385,combination
P454385,oily
P454385,normal
P482068,combination
P482068,normal
P482068,dry
P482068,oily
P504892,combination
P504892,normal
P504892,oily
P504892,dry
P444964,normal
P444964,combination
P444964,dry
P444964,oily
P376135,combination
P376135,oily
P376135,normal
P376135,dry
P469525,combination
P469525,dry
P469525,oily
P469525,normal
P467651,combination
P467651,dry
P467651,normal
P467651,oily
P469514,normal
P469514,combination
P469514,dry
P469514,oily
P417111,normal
P417111,combination
P417111,dry
P417111,oily
P468818,combination
P468818,oily
P468818,dry
P468818,normal
P501587,dry
P501587,combination
P501587,oily
P501587,normal
P481060,combination
P481060,dry
P481060,normal
P481060,oily
P475197,oily
P475197,combination
P475197,normal
P475197,dry
P469832,combination
P469832,normal
P469832,dry
P469832,oily
P475184,normal
P475184,combination
P475184,dry
P475184,oily
P423264,oily
P423264,combination
P423264,normal
P423264,dry
P448711,normal
P448711,combination
P448711,dry
P448711,oily
P383054,combination
P383054,normal
P383054,oily
P383054,dry
P475195,combination
P475195,dry
P475195,oily
P475195,normal
P504446,combination
P504446,dry
P504446,normal
P504446,oily
P446612,normal
P446612,dry
P446612,oily
P446612,combination
P474956,combination
P474956,normal
P474956,dry
P474956,oily
P476676,combination
P476676,oily
P476676,normal
P476676,dry
P484055,dry
P484055,normal
P484055,combination
P484055,oily
P472466,combination
P472466,normal
P472466,dry
P472466,oily
P459116,combination
P459116,oily
P459116,dry
P459116,normal
P471566,dry
P471566,oily
P471566,combination
P471566,normal
P474970,combination
P474970,normal
P474970,dry
P474970,oily
P422648,combination
P422648,normal
P422648,oily
P422648,dry
P455341,combination
P455341,dry
P455341,oily
P455341,normal
P475192,combination
P475192,dry
P475192,normal
P475192,oily
P469833,oily
P469833,combination
P469833,dry
P469833,normal
P474111,normal
P474111,dry
P474111,combination
P474111,oily
P504199,combination
P504199,normal
P504199,oily
P504199,dry
P505711,combination
P505711,dry
P505711,oily
P505711,normal
P423159,combination
P423159,oily
P423159,normal
P423159,dry
P383308,combination
P383308,normal
P383308,dry
P383308,oily
P475183,dry
P475183,normal
P475183,combination
P475183,oily
P472341,combination
P472341,normal
P472341,dry
P472341,oily
P408678,combination
P408678,dry
P408678,normal
P408678,oily
P440494,combination
P440494,oily
P440494,normal
P440494,dry
P449835,combination
P449835,normal
P449835,oily
P449835,dry
P397627,oily
P397627,normal
P397627,combination
P397627,dry
P477413,combination
P477413,dry
P477413,normal
P477413,oily
P447790,dry
P447790,normal
P447790,oily
P447790,combination
P448563,combination
P448563,normal
P448563,dry
P448563,oily
P473724,dry
P473724,oily
P473724,combination
P473724,normal
P435801,combination
P435801,dry
P435801,oily
P435801,normal
P455610,dry
P455610,combination
P455610,normal
P472343,dry
P472343,combination
P472343,oily
P472343,normal
P480191,dry
P480191,combination
P480191,normal
P480191,oily
P503926,combination
P503926,oily
P503926,dry
P503926,normal
P469504,combination
P469504,dry
P469504,oily
P469504,normal
P427641,combination
P427641,oily
P427641,dry
P427641,normal
P444969,combination
P444969,normal
P444969,oily
P444969,dry
P431416,oily
P431416,combination
P431416,normal
P431416,dry
P500399,normal
P500399,combination
P500399,oily
P500399,dry
P456989,normal
P456989,combination
P456989,dry
P456989,oily
P452002,dry
P452002,combination
P452002,normal
P452002,oily
P474116,combination
P474116,oily
P474116,dry
P474116,normal
P456997,combination
P456997,normal
P456997,dry
P456997,oily
P474115,dry
P474115,combination
P474115,normal
P474115,oily
P454315,normal
P454315,combination
P454315,dry
P454315,oily
P475204,dry
P475204,combination
P475204,oily
P475204,normal
P475193,combination
P475193,normal
P475193,dry
P475193,oily
P445726,dry
P445726,normal
P445726,combination
P445726,oily
P399934,combination
P399934,dry
P399934,normal
P399934,oily
P469508,combination
P469508,normal
P469508,dry
P469508,oily
P455215,normal
P455215,dry
P455215,combination
P455215,oily
P482740,dry
P482740,normal
P482740,combination
P482740,oily
P433617,oily
P433617,normal
P433617,combination
P433617,dry
P475186,combination
P475186,dry
P475186,normal
P475186,oily
P386762,combination
P386762,dry
P386762,oily
P386762,normal
P461947,combination
P461947,normal
P461947,dry
P461947,oily
P417243,combination
P417243,dry
P417243,oily
P417243,normal
P449836,dry
P449836,normal
P449836,combination
P449836,oily
P417114,normal
P417114,combination
P417114,dry
P417114,oily
P409816,dry
P409816,combination
P409816,oily
P409816,normal
P504313,combination
P504313,normal
P504313,dry
P504313,oily
P474107,combination
P474107,normal
P474107,dry
P474107,oily
P480986,normal
P480986,combination
P480986,oily
P480986,dry
P481743,dry
P481743,combination
P481743,normal
P481743,oily
P469526,combination
P469526,dry
P469526,normal
P469526,oily
P375354,combination
P375354,dry
P375354,normal
P475196,oily
P475196,combination
P475196,dry
P475196,normal
P476736,dry
P476736,combination
P476736,oily
P476736,normal
P469512,oily
P469512,combination
P469512,dry
P469512,normal
P442001,combination
P442001,dry
P442001,oily
P442001,normal
P470048,combination
P470048,dry
P470048,normal
P470048,oily
P455897,combination
P455897,dry
P455897,normal
P416538,combination
P416538,oily
P416538,dry
P416538,normal
P459140,dry
P459140,combination
P459140,oily
P459140,normal
P504794,combination
P504794,dry
P504794,normal
P504794,oily
P482007,combination
P482007,normal
P482007,dry
P482007,oily
P409920,combination
P409920,oily
P409920,dry
P409920,normal
P309409,dry
P309409,combination
P309409,oily
P309409,normal
P481742,combination
P481742,dry
P481742,normal
P481742,oily
P504050,oily
P504050,dry
P504050,normal
P504050,combination
P472031,combination
P472031,oily
P472031,normal
P472031,dry
P433461,oily
P433461,dry
P433461,combination
P433461,normal
P440496,dry
P440496,oily
P440496,combination
P440496,normal
P475200,normal
P475200,combination
P475200,dry
P475200,oily
P505047,combination
P505047,normal
P505047,oily
P505047,dry
P459835,combination
P459835,dry
P459835,oily
P459835,normal
P484033,combination
P484033,dry
P484033,normal
P484033,oily
P475590,combination
P475590,normal
P475590,dry
P475590,oily
P471062,dry
P471062,combination
P471062,normal
P441645,combination
P441645,normal
P441645,dry
P441645,oily
P474118,combination
P474118,dry
P474118,oily
P474118,normal
P470049,normal
P470049,combination
P470049,dry
P470049,oily
P502758,combination
P502758,normal
P502758,dry
P502758,oily
P472022,combination
P472022,normal
P472022,oily
P472022,dry
P442745,oily
P442745,combination
P442745,normal
P442745,dry
P479688,oily
P479688,combination
P479688,normal
P479688,dry
P433469,combination
P433469,dry
P433469,normal
P433469,oily
P438648,combination
P438648,dry
P438648,normal
P438648,oily
P504208,combination
P504208,oily
P504208,dry
P504208,normal
P474376,combination
P474376,normal
P474376,dry
P474376,oily
P417323,combination
P417323,normal
P417323,oily
P417323,dry
P442263,combination
P442263,normal
P442263,dry
P442263,oily
P447787,combination
P447787,dry
P447787,normal
P447787,oily
P454937,combination
P454937,dry
P454937,normal
P454937,oily
P475187,dry
P475187,combination
P475187,normal
P501004,combination
P501004,dry
P501004,oily
P501004,normal
P504218,combination
P504218,dry
P504218,normal
P504218,oily
P469518,normal
P469518,combination
P469518,oily
P469518,dry
P476485,normal
P476485,combination
P476485,dry
P476485,oily
P482694,combination
P482694,dry
P482694,normal
P482694,oily
P446908,normal
P446908,combination
P446908,dry
P446908,oily
P440491,oily
P440491,normal
P440491,combination
P440491,dry
P500445,dry
P500445,combination
P500445,oily
P500445,normal
P457519,combination
P457519,dry
P457519,oily
P457519,normal
P480300,combination
P480300,dry
P480300,oily
P480300,normal
P468671,combination
P468671,normal
P468671,oily
P468671,dry
P476681,normal
P476681,oily
P476681,combination
P476681,dry
P379009,dry
P379009,normal
P379009,combination
P379009,oily
P420638,normal
P420638,combination
P420638,dry
P420638,oily
P468143,combination
P468143,dry
P468143,normal
P471064,oily
P471064,combination
P471064,normal
P471064,dry
P461195,combination
P461195,dry
P461195,oily
P461195,normal
P423143,normal
P423143,dry
P423143,combination
P423143,oily
P471085,normal
P471085,combination
P471085,oily
P471085,dry
P504134,oily
P504134,dry
P504134,combination
P504134,normal
P423165,dry
P423165,normal
P423165,combination
P423165,oily
P202935,combination
P202935,dry
P202935,normal
P447409,dry
P447409,combination
P447409,normal
P447409,oily
P482755,combination
P482755,normal
P482755,dry
P482755,oily
P446820,combination
P446820,dry
P446820,oily
P446820,normal
P471547,combination
P471547,normal
P471547,dry
P471547,oily
P416728,normal
P416728,combination
P416728,dry
P416728,oily
P433524,combination
P433524,normal
P433524,oily
P433524,dry
P417115,dry
P417115,oily
P417115,combination
P417115,normal
P440492,combination
P440492,dry
P440492,normal
P440492,oily
P481401,combination
P481401,normal
P481401,dry
P481401,oily
P405286,combination
P405286,dry
P405286,normal
P405286,oily
P483151,dry
P483151,oily
P483151,combination
P483151,normal
P444615,combination
P444615,normal
P444615,dry
P444615,oily
P442548,dry
P442548,oily
P442548,normal
P442548,combination
P456990,oily
P456990,combination
P456990,dry
P456990,normal
P428423,combination
P428423,dry
P428423,normal
P428423,oily
P470245,combination
P470245,normal
P470245,dry
P470245,oily
P457441,oily
P457441,combination
P457441,normal
P457441,dry
P503562,combination
P503562,normal
P503562,oily
P503562,dry
P440499,oily
P440499,combination
P440499,normal
P440499,dry
P443375,dry
P443375,oily
P443375,combination
P443375,normal
P436378,dry
P436378,combination
P436378,oily
P436378,normal
P422253,oily
P422253,normal
P422253,combination
P428422,combination
P428422,oily
P428422,dry
P428422,normal
P433440,combination
P433440,oily
P433440,dry
P433440,normal
P470247,normal
P470247,combination
P470247,oily
P470247,dry
P433155,combination
P433155,normal
P433155,dry
P433155,oily
P470510,dry
P470510,combination
P470510,oily
P470510,normal
P446518,combination
P446518,dry
P446518,oily
P446518,normal
P455909,dry
P455909,combination
P455909,oily
P455909,normal
P417604,oily
P417604,normal
P417604,combination
P417604,dry
P442748,dry
P442748,combination
P442748,oily
P442748,normal
P481058,combination
P481058,dry
P481058,normal
P481058,oily
P429676,combination
P429676,dry
P429676,normal
P429676,oily
P440302,combination
P440302,oily
P440302,normal
P440302,dry
P457520,dry
P457520,normal
P457520,combination
P457520,oily
P440493,dry
P440493,normal
P440493,combination
P440493,oily
P467650,combination
P467650,dry
P467650,normal
P467650,oily
P410809,combination
P410809,dry
P410809,normal
P480280,combination
P480280,oily
P480280,dry
P480280,normal
P456204,combination
P456204,dry
P456204,normal
P456204,oily
P440923,combination
P440923,normal
P440923,dry
P440923,oily
P481973,combination
P481973,normal
P481973,dry
P481973,oily
P442860,combination
P442860,dry
P442860,normal
P442860,oily
P503820,combination
P503820,normal
P503820,oily
P503820,dry
P501024,combination
P501024,dry
P501024,normal
P501024,oily
P483092,combination
P483092,normal
P483092,oily
P483092,dry
P455227,combination
P455227,dry
P455227,normal
P416725,dry
P416725,combination
P416725,normal
P416725,oily
P457439,combination
P457439,oily
P457439,dry
P457439,normal
P447607,combination
P447607,normal
P447607,dry
P447607,oily
P448715,combination
P448715,dry
P448715,oily
P448715,normal
P501185,oily
P501185,combination
P501185,normal
P501185,dry
P443550,combination
P443550,dry
P443550,oily
P443550,normal
P464799,oily
P464799,dry
P464799,normal
P464799,combination
P432256,combination
P432256,dry
P432256,oily
P432256,normal
P500982,combination
P500982,dry
P423690,combination
P423690,normal
P423690,oily
P423690,dry
P471086,dry
P471086,normal
P471086,combination
P471086,oily
P380030,combination
P380030,dry
P380030,normal
P380030,oily
P456210,combination
P456210,dry
P456210,normal
P456210,oily
P504023,dry
P504023,combination
P504023,normal
P504023,oily
P461200,normal
P461200,oily
P461200,combination
P461200,dry
P408542,normal
P408542,combination
P408542,oily
P408542,dry
P422649,combination
P422649,dry
P422649,normal
P449150,dry
P449150,oily
P449150,combination
P449150,normal
P447608,oily
P447608,combination
P447608,normal
P447608,dry
P442267,combination
P442267,oily
P442267,normal
P442267,dry
P481975,combination
P481975,dry
P481975,normal
P481975,oily
P478274,combination
P478274,normal
P478274,dry
P504040,combination
P504040,normal
P504040,dry
P504040,oily
P500428,combination
P500428,normal
P500428,dry
P500428,oily
P503928,combination
P503928,dry
P503928,oily
P503928,normal
P481339,combination
P481339,oily
P481339,normal
P481339,dry
P433621,dry
P433621,combination
P433621,normal
P433621,oily
P444990,combination
P444990,dry
P444990,normal
P444990,oily
P408273,combination
P408273,dry
P408273,normal
P408273,oily
P439648,normal
P439648,combination
P439648,oily
P439648,dry
P505140,combination
P505140,normal
P505140,dry
P505140,oily
P505408,oily
P505408,combination
P505408,normal
P505408,dry
P446822,combination
P446822,normal
P446822,dry
P446822,oily
P455235,combination
P455235,normal
P455235,oily
P455235,dry
P468634,dry
P468634,normal
P468634,oily
P468634,combination
P481699,normal
P481699,combination
P481699,dry
P481699,oily
P469521,oily
P469521,combination
P469521,normal
P461535,combination
P461535,dry
P461535,oily
P392522,combination
P392522,dry
P392522,normal
P392522,oily
P480358,normal
P480358,combination
P480358,oily
P480358,dry
P431419,normal
P431419,dry
P431419,combination
P431419,oily
P469523,combination
P469523,dry
P469523,oily
P469523,normal
P474125,combination
P474125,oily
P474125,normal
P474125,dry
P476677,combination
P476677,oily
P476677,dry
P476677,normal
P482322,combination
P482322,normal
P482322,oily
P482322,dry
P483075,dry
P483075,combination
P483075,normal
P483075,oily
P405032,dry
P405032,combination
P405032,normal
P456407,combination
P456407,oily
P456407,dry
P456407,normal
P430338,dry
P430338,combination
P430338,normal
P431418,dry
P431418,combination
P431418,oily
P431418,normal
P424987,combination
P424987,dry
P424987,normal
P451745,combination
P451745,oily
P451745,normal
P451745,dry
P469200,dry
P469200,combination
P469200,oily
P469200,normal
P457468,normal
P457468,combination
P457468,dry
P457468,oily
P469449,normal
P469449,combination
P469449,dry
P504288,combination
P504288,dry
P504288,normal
P504288,oily
P505145,combination
P505145,dry
P505145,normal
P505145,oily
P433962,normal
P433962,combination
P433962,dry
P433962,oily
P428636,combination
P428636,dry
P428636,oily
P428636,normal
P408271,dry
P408271,combination
P408271,oily
P408271,normal
P454939,combination
P454939,dry
P454939,oily
P454939,normal
P456569,oily
P456569,combination
P456569,normal
P456569,dry
P423164,dry
P423164,oily
P423164,combination
P423164,normal
P469451,combination
P469451,normal
P469451,oily
P469451,dry
P456401,combination
P456401,normal
P456401,dry
P456401,oily
P455421,combination
P455421,dry
P455421,normal
P455421,oily
P380001,combination
P380001,normal
P380001,dry
P380001,oily
P429508,oily
P429508,dry
P429508,combination
P429508,normal
P464250,combination
P464250,dry
P464250,oily
P464250,normal
P503294,oily
P503294,combination
P503294,normal
P503294,dry
P503868,combination
P503868,dry
P503868,oily
P503868,normal
P433466,dry
P433466,combination
P433466,normal
P433466,oily
P467628,dry
P467628,combination
P467628,normal
P467628,oily
P472311,normal
P472311,combination
P472311,oily
P472311,dry
P440505,dry
P440505,combination
P440505,normal
P428637,dry
P428637,normal
P428637,combination
P461199,dry
P461199,normal
P461199,combination
P461199,oily
P472180,combination
P472180,oily
P472180,dry
P474968,dry
P474968,normal
P474968,combination
P423145,combination
P423145,normal
P423145,dry
P423145,oily
P443376,dry
P443376,combination
P443376,oily
P448553,combination
P448553,dry
P448553,normal
P448553,oily
P405589,combination
P405589,oily
P405589,dry
P405589,normal
P448558,dry
P448558,combination
P448558,oily
P448558,normal
P440500,normal
P440500,combination
P440500,dry
P440500,oily
P454822,combination
P454822,normal
P454822,oily
P454822,dry
P470545,oily
P470545,combination
P470545,normal
P470545,dry
P433619,oily
P433619,combination
P433619,dry
P433619,normal
P504786,dry
P504786,combination
P504786,oily
P504786,normal
P422848,combination
P422848,dry
P470246,dry
P470246,combination
P470246,normal
P470246,oily
P455010,normal
P455010,combination
P455010,dry
P468229,combination
P468229,dry
P468229,oily
P468229,normal
P392891,dry
P392891,combination
P392891,oily
P392891,normal
P428005,combination
P428005,normal
P428005,oily
P428005,dry
P504773,combination
P504773,dry
P504773,normal
P504773,oily
P500096,oily
P500096,combination
P504327,dry
P504327,combination
P504327,normal
P436346,combination
P436346,dry
P436346,oily
P436346,normal
P483057,oily
P483057,combination
P483057,dry
P483057,normal
P474057,dry
P474057,oily
P474057,combination
P474057,normal
P456203,combination
P456203,normal
P456203,dry
P456203,oily
P476860,combination
P476860,normal
P476860,oily
P476860,dry
P454377,normal
P454377,combination
P454377,dry
P454377,oily
P474114,combination
P474114,normal
P474114,dry
P457854,combination
P457854,dry
P457854,normal
P457854,oily
P505233,combination
P505233,dry
P505233,oily
P505233,normal
P505142,dry
P505142,combination
P505142,normal
P505142,oily
P481712,combination
P481712,dry
P481712,oily
P481712,normal
P433465,normal
P433465,combination
P433465,dry
P433465,oily
P500774,dry
P500774,normal
P500774,oily
P500774,combination
P460704,combination
P460704,dry
P460704,normal
P458573,oily
P458573,combination
P458573,normal
P471011,dry
P471011,oily
P471011,combination
P471011,normal
P454807,dry
P454807,combination
P454807,normal
P454807,oily
P503262,combination
P503262,dry
P503262,oily
P503262,normal
P461950,combination
P461950,normal
P461950,dry
P461950,oily
P389097,combination
P389097,dry
P389097,oily
P454029,normal
P454029,combination
P454029,oily
P454029,dry
P438642,normal
P438642,oily
P438642,dry
P438642,combination
P481837,dry
P481837,oily
P481837,normal
P481837,combination
P455332,oily
P455332,normal
P455332,combination
P455332,dry
P500856,combination
P500856,dry
P500856,normal
P447788,dry
P447788,combination
P447788,normal
P458961,combination
P458961,normal
P458961,oily
P458961,dry
P470248,combination
P470248,dry
P470248,oily
P470248,normal
P500012,combination
P500012,dry
P504774,combination
P504774,oily
P504774,dry
P504774,normal
P468412,combination
P468412,oily
P468412,dry
P460511,normal
P460511,dry
P460511,oily
P460511,combination
P467112,combination
P467112,oily
P467112,dry
P467112,normal
P482698,combination
P482698,normal
P482698,dry
P482698,oily
P482697,combination
P482697,dry
P482697,oily
P482697,normal
P503901,dry
P503901,combination
P503901,normal
P470508,dry
P470508,normal
P470508,combination
P470508,oily
P466878,oily
P466878,combination
P466878,dry
P442537,normal
P442537,combination
P442537,oily
P442537,dry
P456992,dry
P456992,normal
P456992,combination
P456992,oily
P443810,normal
P443810,dry
P443810,combination
P443810,oily
P469448,oily
P469448,combination
P469448,normal
P469448,dry
P500771,combination
P500771,normal
P500771,dry
P479861,oily
P479861,combination
P479861,normal
P479861,dry
P430809,combination
P430809,dry
P430809,normal
P430809,oily
P423163,combination
P423163,normal
P423163,dry
P410657,combination
P410657,dry
P410657,normal
P480150,combination
P480150,normal
P480150,dry
P481347,oily
P481347,combination
P481347,normal
P443377,combination
P443377,normal
P443377,oily
P443377,dry
P483090,oily
P483090,dry
P483090,combination
P483090,normal
P448557,dry
P448557,oily
P448557,normal
P448557,combination
P448542,combination
P448542,dry
P448542,normal
P474967,combination
P474967,dry
P474967,normal
P448564,combination
P448564,dry
P448564,oily
P448564,normal
P482318,combination
P482318,normal
P482318,dry
P469830,normal
P469830,oily
P469830,combination
P469830,dry
P504795,dry
P504795,combination
P504795,oily
P500743,combination
P500743,normal
P500743,oily
P504919,normal
P504919,combination
P504919,oily
P504919,dry
P417110,normal
P417110,combination
P417110,dry
P417110,oily
P442542,combination
P442542,dry
P442542,oily
P442542,normal
P503216,oily
P503216,combination
P503216,normal
P467129,dry
P467129,combination
P467129,oily
P467129,normal
P469806,combination
P469806,normal
P469806,dry
P443549,combination
P443549,dry
P443549,normal
P422260,combination
P422260,dry
P422260,normal
P422260,oily
P458962,combination
P458962,oily
P458962,normal
P458962,dry
P504517,combination
P504517,dry
P504517,normal
P460756,oily
P460756,normal
P460756,dry
P460756,combination
P449601,combination
P449601,dry
P449601,oily
P449601,normal
P376946,oily
P376946,combination
P376946,dry
P376946,normal
P505316,dry
P505316,combination
P505316,normal
P505316,oily
P505131,oily
P505131,combination
P505131,normal
P505131,dry
P429538,combination
P429538,oily
P429538,dry
P429538,normal
P427731,dry
P427731,normal
P427731,combination
P427731,oily
P417359,combination
P417359,oily
P417359,normal
P417359,dry
P480166,combination
P480166,oily
P480166,dry
P480607,normal
P480607,combination
P480607,dry
P480607,oily
P503890,combination
P503890,dry
P503890,normal
P428414,combination
P428414,normal
P428414,dry
P476515,combination
P476515,normal
P476515,dry
P476515,oily
P504784,combination
P504784,dry
P504784,oily
P504784,normal
P481376,combination
P481376,oily
P481376,dry
P446111,combination
P446111,normal
P446111,oily
P474964,dry
P474964,combination
P457272,combination
P457272,normal
P457272,oily
P449411,dry
P449411,combination
P449411,oily
P433446,normal
P433446,combination
P433446,oily
P433446,dry
P480346,combination
P480346,dry
P480346,normal
P473185,combination
P473185,dry
P473185,oily
P450934,normal
P450934,combination
P450934,dry
P454375,combination
P454375,dry
P454375,normal
P454375,oily
P504636,combination
P504636,normal
P504636,dry
P475961,combination
P475961,dry
P475961,normal
P475961,oily
P483495,combination
P483495,normal
P483495,oily
P483495,dry
P500016,dry
P500016,oily
P500016,combination
P500016,normal
P503942,normal
P503942,dry
P503942,combination
P503942,oily
P428639,combination
P428639,normal
P428639,dry
P468354,oily
P468354,combination
P468354,dry
P468354,normal
P393600,dry
P393600,combination
P393600,oily
P393600,normal
P463792,combination
P463792,normal
P463792,oily
P427513,combination
P427513,oily
P427513,dry
P427513,normal
P467755,combination
P467755,normal
P467755,dry
P429675,normal
P429675,dry
P429675,combination
P461937,combination
P461937,dry
P461937,oily
P461937,normal
P500106,combination
P500106,dry
P500106,normal
P505133,combination
P505133,dry
P505133,normal
P505133,oily
P457011,dry
P457011,combination
P427732,normal
P427732,combination
P427732,dry
P500248,dry
P500248,oily
P500248,combination
P500248,normal
P500785,dry
P500785,combination
P458958,dry
P458958,combination
P458958,normal
P504203,combination
P504203,oily
P451728,combination
P451728,normal
P451728,dry
P481334,dry
P481334,combination
P481334,normal
P474080,dry
P474080,combination
P474080,oily
P474080,normal
P443812,combination
P443812,dry
P443812,normal
P423169,combination
P423169,dry
P423169,oily
P430143,dry
P430143,normal
P430143,combination
P430143,oily
P449410,dry
P449410,normal
P449410,combination
P449410,oily
P442545,combination
P442545,oily
P442545,dry
P481138,normal
P481138,combination
P481138,dry
P481138,oily
P433620,combination
P433620,dry
P433620,oily
P433620,normal
P504509,dry
P504509,combination
P504509,normal
P504049,normal
P504049,combination
P504049,oily
P504049,dry
P457012,combination
P457012,normal
P457012,oily
P270600,dry
P270600,combination
P270600,normal
P270600,oily
P504880,combination
P504880,dry
P504880,normal
P504880,oily
P504778,combination
P504778,dry
P504778,oily
P504778,normal
P474943,combination
P474943,dry
P474943,normal
P504441,dry
P504441,normal
P504441,combination
P504441,oily
P436343,combination
P436343,dry
P436343,normal
P438629,normal
P438629,combination
P438629,oily
P438629,dry
P428103,combination
P428103,normal
P428103,dry
P428103,oily
P482746,combination
P482746,dry
P482746,oily
P446102,combination
P446102,normal
P445822,dry
P445822,combination
P445822,normal
P476432,oily
P476432,normal
P476432,combination
P476432,dry
P448548,dry
P448548,combination
P448548,oily
P427640,combination
P427640,oily
P427640,normal
P427640,dry
P448565,normal
P448565,combination
P448565,dry
P448565,oily
P476570,combination
P476570,normal
P476570,oily
P476570,dry
P500139,normal
P500139,combination
P500139,oily
P500139,dry
P501323,dry
P501323,combination
P501323,oily
P480279,combination
P480279,normal
P480279,dry
P436347,combination
P436347,dry
P436347,normal
P436347,oily
P484076,combination
P484076,dry
P500287,combination
P500287,dry
P500287,oily
P503930,combination
P503930,normal
P503930,oily
P503123,normal
P503123,oily
P503123,dry
P503123,combination
P479973,combination
P479973,oily
P479973,dry
P479973,normal
P438640,dry
P438640,combination
P438640,normal
P457273,dry
P457273,combination
P457273,oily
P430405,combination
P430405,normal
P430405,dry
P463110,combination
P463110,oily
P463110,dry
P463110,normal
P462378,combination
P462378,normal
P462378,oily
P482058,combination
P482058,normal
P482058,dry
P504515,oily
P504515,combination
P504515,dry
P504515,normal
P448545,combination
P448545,dry
P448545,oily
P469121,combination
P469121,normal
P469121,dry
P469121,oily
P500120,combination
